,treatment,age,education,Black,Hispanic,married,nodegree,RE75,RE78
167,1.0000000e+000,2.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,9.3444540e+002,1.7734230e+003
168,0.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.1433870e+003
169,0.0000000e+000,2.6000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.1749910e+003,6.6720210e+003
170,0.0000000e+000,2.0000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
171,0.0000000e+000,3.5000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
172,0.0000000e+000,1.8000000e+001,8.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0798560e+004
173,1.0000000e+000,2.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,5.4929840e+002
174,1.0000000e+000,1.9000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,6.5111240e+003,7.9133860e+003
175,0.0000000e+000,2.5000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,7.3670400e+003
176,1.0000000e+000,1.8000000e+001,8.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,2.7879600e+003
177,1.0000000e+000,2.0000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.1603660e+003,7.0218390e+002
178,1.0000000e+000,2.5000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.5365030e+003,1.7093420e+003
179,1.0000000e+000,2.2000000e+001,1.2000000e+001,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,7.0557020e+003,1.0092830e+004
180,0.0000000e+000,1.9000000e+001,1.1000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
181,1.0000000e+000,2.5000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000
182,0.0000000e+000,2.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,8.0120850e+003,1.8155830e+004
183,1.0000000e+000,1.9000000e+001,9.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.3188830e+004
184,1.0000000e+000,4.2000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,2.4561530e+003
185,0.0000000e+000,2.3000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
186,1.0000000e+000,2.8000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.2840790e+003,6.0307930e+004
187,1.0000000e+000,2.6000000e+001,1.1000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.2959760e+004,2.7466140e+003
188,0.0000000e+000,1.9000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.4281440e+003,4.6879370e+003
189,1.0000000e+000,2.1000000e+001,1.3000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,8.6168520e+003,9.9570020e+001
190,0.0000000e+000,2.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,7.6668750e+003,7.6592180e+003
191,0.0000000e+000,2.5000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
192,0.0000000e+000,2.6000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,4.1847320e+003,0.0000000e+000
193,0.0000000e+000,1.7000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,7.6881020e+002,3.0209480e+003
194,1.0000000e+000,1.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.2534390e+003,5.4452000e+003
195,0.0000000e+000,2.1000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,6.6083040e+003,3.0835810e+003
196,0.0000000e+000,1.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.8680210e+003,0.0000000e+000
197,0.0000000e+000,2.6000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,6.1919430e+003
198,0.0000000e+000,2.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
199,1.0000000e+000,1.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.9532680e+003
200,1.0000000e+000,2.3000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,8.9595890e+003,1.6595000e+003
201,0.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.7264390e+003,1.1061620e+004
202,1.0000000e+000,1.9000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,6.0567540e+003,0.0000000e+000
203,0.0000000e+000,3.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,8.3689640e+001,0.0000000e+000
204,0.0000000e+000,1.8000000e+001,1.0000000e+001,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0000000e+000,1.9226250e+003,4.7683540e+003
205,0.0000000e+000,2.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,2.0035260e+004,9.0747640e+003
206,0.0000000e+000,1.8000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,2.6849100e+003,2.9786690e+003
207,0.0000000e+000,2.1000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,7.2445610e+003,8.9768260e+003
208,1.0000000e+000,3.4000000e+001,7.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,8.5751950e+002,0.0000000e+000
209,1.0000000e+000,1.8000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
210,0.0000000e+000,2.0000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,8.3298230e+003
211,0.0000000e+000,2.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.1226210e+003,2.1583480e+002
212,1.0000000e+000,2.7000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,4.3104550e+003,0.0000000e+000
213,0.0000000e+000,1.9000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,3.8116830e+003
214,1.0000000e+000,2.6000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.3928530e+003,1.4603600e+003
215,1.0000000e+000,2.5000000e+001,1.3000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,3.0907320e+003,0.0000000e+000
216,0.0000000e+000,3.3000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.8998200e+003,1.8859890e+004
217,0.0000000e+000,1.7000000e+001,1.0000000e+001,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.7345590e+003,6.3541940e+003
218,1.0000000e+000,2.0000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000
219,0.0000000e+000,2.1000000e+001,7.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
220,0.0000000e+000,2.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.1197340e+004
221,1.0000000e+000,4.2000000e+001,1.4000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.3167520e+004
222,1.0000000e+000,2.3000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.7741800e+003,1.1464710e+004
223,1.0000000e+000,3.5000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.3830640e+004,1.2803970e+004
224,0.0000000e+000,3.6000000e+001,1.2000000e+001,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.1491950e+004,4.9785010e+003
225,0.0000000e+000,5.0000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,5.6300500e+003,8.9971930e+003
226,1.0000000e+000,2.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0694290e+004
227,1.0000000e+000,2.1000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,9.9837840e+003
228,0.0000000e+000,2.4000000e+001,1.2000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.1294630e+004
229,0.0000000e+000,3.6000000e+001,1.1000000e+001,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,3.0638780e+003,1.3245420e+003
230,1.0000000e+000,2.6000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.7230960e+004
231,1.0000000e+000,4.9000000e+001,8.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,7.2859480e+003,1.6717120e+004
232,0.0000000e+000,3.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,2.4105390e+004,7.2630250e+003
233,0.0000000e+000,2.5000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.5791130e+004
234,0.0000000e+000,2.1000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,4.4904790e+002,0.0000000e+000
235,0.0000000e+000,2.0000000e+001,1.1000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.1771180e+003,8.7430710e+003
236,0.0000000e+000,3.1000000e+001,1.2000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,4.9464300e+002,0.0000000e+000
237,1.0000000e+000,4.1000000e+001,1.4000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,5.1495010e+003
238,0.0000000e+000,2.0000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,9.1644490e+003,8.9243950e+003
239,0.0000000e+000,4.5000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.1796470e+004
240,1.0000000e+000,2.6000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
241,0.0000000e+000,3.5000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,4.4583090e+002
242,1.0000000e+000,2.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,7.5061460e+003
243,0.0000000e+000,4.4000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
244,1.0000000e+000,2.3000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,9.3643860e+002,1.1233260e+004
245,1.0000000e+000,2.3000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0495080e+004,3.3858110e+003
246,1.0000000e+000,2.2000000e+001,1.6000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,2.1640220e+003
247,0.0000000e+000,2.5000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,5.1582740e+002,1.4281310e+004
248,1.0000000e+000,1.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,8.4974360e+003,9.0170040e+003
249,0.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.6054480e+003,0.0000000e+000
250,0.0000000e+000,2.3000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.9897190e+004,2.3483450e+004
251,1.0000000e+000,3.8000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
252,0.0000000e+000,1.7000000e+001,8.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0210990e+004
253,1.0000000e+000,2.2000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,5.5886640e+003,1.3228280e+004
254,0.0000000e+000,2.2000000e+001,1.0000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.0598670e+004,7.0949200e+003
255,1.0000000e+000,2.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,3.9725400e+003
256,1.0000000e+000,2.0000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,8.0154420e+003,5.4879700e+003
257,1.0000000e+000,3.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,5.9078180e+002
258,0.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0740080e+004
259,0.0000000e+000,3.3000000e+001,9.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
260,0.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,9.2270520e+003
261,0.0000000e+000,2.3000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,9.8541530e+003,0.0000000e+000
262,1.0000000e+000,2.3000000e+001,7.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
263,0.0000000e+000,2.4000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.3279930e+003,9.4959020e+003
264,1.0000000e+000,2.7000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,3.5794990e+002,2.2163250e+004
265,0.0000000e+000,2.7000000e+001,7.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
266,0.0000000e+000,2.4000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,8.1005330e+003,1.1235110e+004
267,0.0000000e+000,1.8000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,6.4266450e+002,1.4444710e+004
268,0.0000000e+000,1.7000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.0367900e+003,0.0000000e+000
269,0.0000000e+000,2.2000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.2898380e+004
270,0.0000000e+000,2.0000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,5.9181510e+002,4.1599190e+003
271,1.0000000e+000,1.9000000e+001,1.1000000e+001,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0000000e+000,5.4638030e+003,6.7884630e+003
272,1.0000000e+000,4.2000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,3.0585310e+003,1.2944090e+003
273,1.0000000e+000,1.9000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.2131130e+003,2.9750310e+003
274,1.0000000e+000,1.7000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,8.0614850e+003
275,0.0000000e+000,2.5000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,3.4180970e+003
276,0.0000000e+000,1.7000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.1782190e+003,1.4380170e+004
277,0.0000000e+000,2.9000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,9.1606930e+003,0.0000000e+000
278,1.0000000e+000,4.1000000e+001,4.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,7.2849860e+003
279,0.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,2.7556610e+002
280,1.0000000e+000,1.8000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.9580960e+003,1.0989930e+004
281,0.0000000e+000,2.5000000e+001,1.1000000e+001,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,4.4856160e+003
282,0.0000000e+000,2.9000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,2.0802090e+003,1.6969950e+004
283,1.0000000e+000,2.5000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.7431660e+004,2.3468280e+003
284,0.0000000e+000,2.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.2561650e+003,3.2902930e+003
285,1.0000000e+000,2.9000000e+001,1.3000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,7.4796560e+003
286,1.0000000e+000,1.8000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.7842740e+003,1.1141390e+004
287,1.0000000e+000,2.1000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.6958970e+003,4.2796130e+003
288,0.0000000e+000,2.8000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000
289,1.0000000e+000,2.4000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.2982340e+004,0.0000000e+000
290,0.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,2.3896790e+003
291,1.0000000e+000,2.0000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,5.1008390e+003,1.3626040e+004
292,0.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,2.1894260e+003
293,0.0000000e+000,3.9000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,6.6081370e+003,4.9925720e+002
294,0.0000000e+000,3.2000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
295,1.0000000e+000,3.2000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,8.4721580e+003
296,0.0000000e+000,1.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.2856800e+003,1.1195930e+004
297,0.0000000e+000,1.8000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.5681500e+003
298,1.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,4.4828450e+003
299,0.0000000e+000,2.1000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,1.7851800e+003,6.8311060e+003
300,0.0000000e+000,2.3000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,4.3509070e+003
301,1.0000000e+000,3.3000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,2.8978990e+002
302,1.0000000e+000,4.3000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
303,1.0000000e+000,1.8000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.1163170e+004
304,0.0000000e+000,2.7000000e+001,1.3000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,8.7973480e+003,1.6534810e+003
305,0.0000000e+000,3.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,9.3119380e+003,3.9828010e+003
306,0.0000000e+000,1.8000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.2486170e+004
307,0.0000000e+000,1.9000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.4455890e+003,9.7722830e+003
308,0.0000000e+000,2.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,2.1290160e+003,0.0000000e+000
309,0.0000000e+000,2.9000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.8909370e+003
310,0.0000000e+000,2.3000000e+001,8.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,3.7467010e+003
311,1.0000000e+000,2.2000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,6.0696090e+002,3.1789520e+002
312,1.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
313,1.0000000e+000,4.2000000e+001,1.4000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,2.0505930e+004
314,1.0000000e+000,1.8000000e+001,1.2000000e+001,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,5.3555330e+002,1.1158600e+003
315,1.0000000e+000,2.8000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,6.9525800e+003,7.3181860e+003
316,1.0000000e+000,3.1000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,1.0000000e+000,1.0000000e+000,0.0000000e+000,8.0874870e+003
317,0.0000000e+000,2.7000000e+001,1.2000000e+001,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,5.0354440e+003,0.0000000e+000
318,0.0000000e+000,3.2000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.2419180e+004,1.0673700e+004
319,0.0000000e+000,3.1000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,5.6139090e+003,0.0000000e+000
320,0.0000000e+000,2.2000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.7656760e+003,0.0000000e+000
321,1.0000000e+000,1.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.6675830e+003,5.5947290e+003
322,0.0000000e+000,1.7000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.7960290e+003,0.0000000e+000
323,0.0000000e+000,1.8000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,1.1703270e+003,6.0422870e+002
324,0.0000000e+000,2.5000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
325,0.0000000e+000,2.2000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,6.9744840e+003,3.7087190e+003
326,1.0000000e+000,3.3000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,7.8679160e+003,6.2814330e+003
327,1.0000000e+000,2.7000000e+001,9.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000
328,0.0000000e+000,1.9000000e+001,1.0000000e+001,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.0000000e+000,2.2753680e+003,4.3351590e+003
329,1.0000000e+000,1.9000000e+001,8.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.4169070e+003,9.2513570e+003
330,1.0000000e+000,1.9000000e+001,1.2000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,2.5340720e+003,4.5519790e+003
331,0.0000000e+000,1.9000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,5.2863960e+003
332,1.0000000e+000,2.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,6.4266460e+003,1.6451460e+004
333,1.0000000e+000,1.7000000e+001,1.0000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,1.6218040e+004
334,0.0000000e+000,2.0000000e+001,1.1000000e+001,1.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,3.2489370e+003,6.0276390e+003
